"iteracao";"particula";"tempo decorrido";"custo"
0;0;0,2288396000000;13,738613267117754
0;1;0,2295217000000;13,35159421126779
0;3;0,2313583000000;12,921864158756063
1;0;0,3544258000000;12,921864158756063
1;1;0,4350143000000;12,921864158756063
1;3;0,5636183000000;12,921864158756063
1;4;0,6474385000000;12,921864158756063
1;16;0,11977313000000;12,921864158756063
1;24;0,15016152000000;12,921864158756063
2;0;0,84086033000000;12,871082989576530
2;1;0,84375096999999;12,871082989576530
2;3;0,84948970000000;12,871082989576530
2;25;0,90920629000000;12,871082989576530
2;26;0,91390532999999;12,871082989576530
2;50;0,98292770000000;12,871082989576530
3;26;0,143632029000000;12,871082923789526
3;50;0,146095936000000;12,871082923789526
4;26;0,163716360000000;12,871082923534460
4;50;0,166170826000000;12,871082923534460
5;26;0,183858742000000;12,871082923281362
5;50;0,186291339000000;12,871082923281362
6;26;0,203940959000000;12,871082923030215
6;50;0,206321167000000;12,871082923030215
7;26;0,223828479999999;12,871082922780993
7;50;0,226207282000000;12,871082922780993
8;26;0,244379152999999;12,871082922533691
8;50;0,246783244000000;12,871082922533691
9;26;0,264732602000000;12,871082922288288
9;50;0,267260520000000;12,871082922288288
10;26;0,285124297000000;12,871082922044765
10;50;0,287541064000000;12,871082922044765
11;26;0,305176154000000;12,871082921803109
11;50;0,307601889000000;12,871082921803109
12;26;0,325167447000000;12,871082921563303
12;50;0,327590406000000;12,871082921563303
13;26;0,345665927000000;12,871082921325339
13;50;0,348108662000000;12,871082921325339
14;26;0,365852531000000;12,871082921089191
14;50;0,368396806999999;12,871082921089191
15;26;0,386004353000000;12,871082920854849
15;50;0,388456438000000;12,871082920854849
16;26;0,405987190000000;12,871082920622298
16;50;0,408412785000000;12,871082920622298
17;26;0,426024011999999;12,871082920391526
17;50;0,428446147000000;12,871082920391526
18;26;0,446510534000000;12,871082920162510
18;50;0,449073042000000;12,871082920162510
19;26;0,466996701999999;12,871082919935245
19;50;0,469425593000000;12,871082919935245
20;26;0,487250613000000;12,871082919709710
20;50;0,489701028000000;12,871082919709710
