"iteracao";"particula";"tempo decorrido";"custo"
0;0;0,2273526000000;14,77747178275682
0;2;0,2280965000000;12,921864158756063
1;0;0,2796756000000;12,921864158756063
1;2;0,3624226000000;12,921864158756063
1;3;0,3739935000000;12,921864158756063
1;4;0,4433354999999;12,921864158756063
1;5;0,5234117000000;12,921864158756063
1;6;0,6059894999999;12,921864158756063
1;11;0,8484557999999;12,921864158756063
1;38;0,17998265000000;12,921864158756063
1;100;0,39410321000000;12,921864158756063
2;44;0,94970299000000;12,871082927010233
3;44;0,143651139000000;12,871082923779086
4;44;0,163611243000000;12,871082923524184
5;44;0,183400116000000;12,871082923271242
6;44;0,203542023000000;12,871082923020250
7;44;0,223857630999999;12,871082922771181
8;44;0,244025126000000;12,871082922524028
9;44;0,264130187000000;12,871082922278770
10;44;0,284378038000000;12,871082922035391
11;44;0,304292618999999;12,871082921793881
12;44;0,324456061999999;12,871082921554215
13;44;0,344671505000000;12,871082921316389
14;44;0,364841618000000;12,871082921080376
15;44;0,385007800999999;12,871082920846166
16;44;0,405350785999999;12,871082920613748
17;44;0,425546083000000;12,871082920383102
18;44;0,445662739000000;12,871082920154215
19;44;0,465974790000000;12,871082919927076
20;44;0,485988715999999;12,871082919701663
