"iteracao";"particula";"tempo decorrido";"custo"
0;0;0,1613745000000;2,757711860718873
0;1;0,1622649000000;2,730577666457032
0;13;0,1665027000000;2,729221739423360
0;32;0,1728265000000;2,729221739423359
0;64;0,1824397000000;2,725253415276655
1;0;0,2319550000000;2,725253415276655
1;1;0,2803531000000;2,725253415276655
1;10;0,5753473000000;2,725253415276655
1;11;0,6103871000000;2,725253415276655
1;39;0,12553565000000;2,725253415276655
1;74;0,20890199000000;2,725253415276655
2;39;0,30372189000000;2,714818179573863
2;74;0,35510190000000;2,714818179573863
3;39;0,43632331000000;2,714818179493686
3;74;0,48126880000000;2,714818179493686
4;39;0,58905972000000;2,714818179414901
4;74;0,63796002000000;2,714818179414901
5;39;0,71321050000000;2,714818179337482
5;74;0,75651276000000;2,714818179337482
6;39;0,84432594000000;2,714818179261408
6;74;0,89290581000000;2,714818179261408
7;39;0,97077531000000;2,714818179186654
7;74;0,101391379000000;2,714818179186654
8;39;0,110216909000000;2,714818179113195
8;74;0,114835735000000;2,714818179113195
9;39;0,125175360000000;2,714818179041011
9;74;0,129533464000000;2,714818179041011
10;39;0,137166278000000;2,714818178970079
10;74;0,142193438000000;2,714818178970079
