"iteracao";"particula";"tempo decorrido";"custo"
0;0;0,2400969000000;12,921864158756063
1;0;0,3274456000000;12,921864158756063
1;2;0,3776902000000;12,921864158756063
1;4;0,4697286000000;12,921864158756063
1;14;0,8374772000000;12,921864158756063
1;19;0,10372439000000;12,921864158756063
1;22;0,11196590000000;12,921864158756063
1;111;0,47126896999999;12,921864158756063
2;98;0,119830812000000;12,871082924505110
2;131;0,129491021000000;12,871082924505110
3;98;0,160393946000000;12,871082923776636
3;131;0,164058269000000;12,871082923776636
4;98;0,182748018000000;12,871082923521776
4;131;0,186484578999999;12,871082923521776
5;98;0,205106007999999;12,871082923268872
5;131;0,208931885999999;12,871082923268872
6;98;0,227745086000000;12,871082923017912
6;131;0,231441335000000;12,871082923017912
7;98;0,249926521000000;12,871082922768884
7;131;0,253593316000000;12,871082922768884
8;98;0,272625785999999;12,871082922521765
8;131;0,276446447000000;12,871082922521765
9;98;0,295016118000000;12,871082922276542
9;131;0,298673453999999;12,871082922276542
10;98;0,317631589000000;12,871082922033197
10;131;0,321378643999999;12,871082922033197
11;98;0,339880430000000;12,871082921791718
11;131;0,343679151999999;12,871082921791718
12;98;0,362364204000000;12,871082921552087
12;131;0,366067044000000;12,871082921552087
13;98;0,384582093999999;12,871082921314293
13;131;0,388278660000000;12,871082921314293
14;98;0,406698720000000;12,871082921078312
14;131;0,410586014999999;12,871082921078312
15;98;0,429317057000000;12,871082920844136
15;131;0,433022343000000;12,871082920844136
16;98;0,451545619000000;12,871082920611748
16;131;0,455346588999999;12,871082920611748
17;98;0,474172354000000;12,871082920381134
17;131;0,477866730000000;12,871082920381134
18;98;0,496590043000000;12,871082920152275
18;131;0,500272892000000;12,871082920152275
19;98;0,519060857000000;12,871082919925165
19;131;0,522956412999999;12,871082919925165
20;98;0,541712208000000;12,871082919699784
20;131;0,545399728000000;12,871082919699784
