"iteracao";"particula";"tempo decorrido";"custo"
0;0;0,2590857000000;14,41107006366178
0;1;0,2606176999999;12,921864158756063
0;85;0,2796868000000;12,907722088074038
1;0;0,3557441000000;12,907722088074038
1;2;0,4561764000000;12,907722088074038
1;87;0,51125405000000;12,907722088074038
1;89;0,51881335000000;12,907722088074038
1;95;0,54003510000000;12,907722088074038
2;2;0,96749545000000;12,871082923579780
2;19;0,99874765000000;12,871082923579780
2;87;0,111168487999999;12,871082923579780
2;89;0,111390455999999;12,871082923579780
2;95;0,112054473999999;12,871082923579780
3;2;0,123524283000000;12,871082923326591
3;19;0,125413057000000;12,871082923326591
3;87;0,132830083000000;12,871082923326591
3;89;0,133052142000000;12,871082923326591
3;95;0,133671853000000;12,871082923326591
4;2;0,144571963000000;12,871082923075352
4;19;0,146299863000000;12,871082923075352
4;87;0,153148426000000;12,871082923075352
4;89;0,153366842000000;12,871082923075352
4;95;0,153984452000000;12,871082923075352
4;102;0,154723462000000;12,871082923075352
5;2;0,165545037000000;12,871082922821336
5;19;0,167257916000000;12,871082922821336
5;77;0,173179885999999;12,871082922821336
5;87;0,174193874000000;12,871082922821336
5;89;0,174416125999999;12,871082922821336
5;95;0,175081005000000;12,871082922821336
5;102;0,175826809000000;12,871082922821336
6;19;0,187971722000000;12,871082922567362
6;77;0,194210855999999;12,871082922567362
6;87;0,195222047000000;12,871082922567362
6;89;0,195446117000000;12,871082922567362
6;95;0,196086721000000;12,871082922567362
6;102;0,196829789000000;12,871082922567362
7;77;0,214644824000000;12,871082922317757
7;87;0,215671718000000;12,871082922317757
7;89;0,215895460000000;12,871082922317757
7;95;0,216565736000000;12,871082922317757
7;102;0,217360897000000;12,871082922317757
8;87;0,236563868000000;12,871082922071583
8;89;0,236787215000000;12,871082922071583
8;95;0,237407533000000;12,871082922071583
8;102;0,238123934000000;12,871082922071583
9;87;0,257640474000000;12,871082921830062
9;89;0,257866169000000;12,871082921830062
9;95;0,258488047000000;12,871082921830062
9;102;0,259238328000000;12,871082921830062
10;19;0,271049213000000;12,871082921591536
10;77;0,277144242000000;12,871082921591536
10;87;0,278202683000000;12,871082921591536
10;89;0,278461956000000;12,871082921591536
10;95;0,279242591000000;12,871082921591536
10;102;0,280122554000000;12,871082921591536
11;2;0,290384590000000;12,871082921355217
11;19;0,292127524999999;12,871082921355217
11;77;0,298059609000000;12,871082921355217
11;87;0,299081785999999;12,871082921355217
11;89;0,299290998000000;12,871082921355217
11;95;0,299907286000000;12,871082921355217
11;102;0,300643469000000;12,871082921355217
12;2;0,311013568999999;12,871082921120756
12;19;0,313211852000000;12,871082921120756
12;77;0,319143099000000;12,871082921120756
12;87;0,320143577000000;12,871082921120756
12;89;0,320350176999999;12,871082921120756
12;95;0,320992838000000;12,871082921120756
12;102;0,321734472000000;12,871082921120756
13;2;0,331801559999999;12,871082920887975
13;19;0,333564703000000;12,871082920887975
13;77;0,339441150999999;12,871082920887975
13;87;0,340550682000000;12,871082920887975
13;89;0,340835031999999;12,871082920887975
13;95;0,341586155999999;12,871082920887975
13;102;0,342616204000000;12,871082920887975
14;2;0,353034746000000;12,871082920656812
14;19;0,354797568000000;12,871082920656812
14;77;0,360742541999999;12,871082920656812
14;87;0,361778211999999;12,871082920656812
14;89;0,361988764000000;12,871082920656812
14;95;0,362618063000000;12,871082920656812
14;102;0,363338476000000;12,871082920656812
15;2;0,374128996000000;12,871082920427230
15;19;0,375941554999999;12,871082920427230
15;77;0,381857173000000;12,871082920427230
15;87;0,382901263000000;12,871082920427230
15;89;0,383107257000000;12,871082920427230
15;95;0,383711594000000;12,871082920427230
15;102;0,384416188000000;12,871082920427230
16;2;0,394655893000000;12,871082920199214
16;19;0,396408270000000;12,871082920199214
16;77;0,402368344000000;12,871082920199214
16;87;0,403626794000000;12,871082920199214
16;89;0,403935311999999;12,871082920199214
16;95;0,404808339999999;12,871082920199214
16;102;0,405555330000000;12,871082920199214
17;2;0,415804823000000;12,871082919972774
17;19;0,417617197000000;12,871082919972774
17;77;0,423577100000000;12,871082919972774
17;87;0,424624609000000;12,871082919972774
17;89;0,424848736999999;12,871082919972774
17;95;0,425471868000000;12,871082919972774
17;102;0,426310861000000;12,871082919972774
18;2;0,437148899000000;12,871082919747909
18;19;0,438925673000000;12,871082919747909
18;77;0,444796063999999;12,871082919747909
18;87;0,445881991000000;12,871082919747909
18;89;0,446155579000000;12,871082919747909
18;95;0,446795453000000;12,871082919747909
18;102;0,447584136999999;12,871082919747909
18;113;0,448751558000000;12,871082919747909
19;2;0,457980467000000;12,871082919521903
19;19;0,459825389999999;12,871082919521903
19;77;0,466436661000000;12,871082919521903
19;87;0,467495783000000;12,871082919521903
19;89;0,467723249000000;12,871082919521903
19;95;0,468351763000000;12,871082919521903
19;102;0,469084165000000;12,871082919521903
19;113;0,470205032999999;12,871082919521903
20;2;0,479260773000000;12,871082919295050
20;19;0,481080634000000;12,871082919295050
20;77;0,486983392000000;12,871082919295050
20;87;0,488056610000000;12,871082919295050
20;89;0,488281654000000;12,871082919295050
20;95;0,488930725000000;12,871082919295050
20;102;0,489677926999999;12,871082919295050
20;113;0,490803108000000;12,871082919295050
