"iteracao";"particula";"tempo decorrido";"custo"
0;0;0,2298828000000;13,104892004675630
0;3;0,2308281000000;12,921864158756063
1;0;0,3502152999999;12,921864158756063
1;3;0,4376940999999;12,921864158756063
1;5;0,5355025000000;12,921864158756063
1;13;0,6994206000000;12,921864158756063
1;110;0,48424915000000;12,921864158756063
17;159;0,409806113000000;12,913719627005697
18;159;0,430214904000000;12,913719626817673
19;159;0,450431017000000;12,913719626525194
20;159;0,470655155000000;12,913719626244903
