"iteracao";"particula";"tempo decorrido";"custo"
0;0;0,2359045000000;14,744186253577000
0;1;0,2365153000000;13,104892004675631
0;2;0,2370007000000;12,921864158756063
1;0;0,2939673999999;12,921864158756063
1;1;0,3795133000000;12,921864158756063
1;2;0,4289366000000;12,921864158756063
1;4;0,4580567000000;12,921864158756063
1;8;0,5807612000000;12,921864158756063
1;11;0,7488421000000;12,921864158756063
1;33;0,15971154000000;12,921864158756063
1;77;0,32836283999999;12,921864158756063
1;173;0,70057335999999;12,921864158756063
2;0;0,79053500000000;12,871082990403140
2;1;0,79370861000000;12,871082990403140
2;2;0,79745250000000;12,871082990403140
2;11;0,82332900999999;12,871082990403140
2;29;0,87939842999999;12,871082990403140
2;169;0,127726424000000;12,871082990403140
3;29;0,139038714000000;12,871082923816045
3;169;0,153164967000000;12,871082923816045
4;29;0,159116829000000;12,871082923560575
4;169;0,173062030999999;12,871082923560575
5;29;0,179168699999999;12,871082923307078
5;169;0,193344482999999;12,871082923307078
6;29;0,199360390000000;12,871082923055537
6;169;0,213488248999999;12,871082923055537
7;29;0,219551442000000;12,871082922805928
7;169;0,233704062999999;12,871082922805928
8;29;0,239690369999999;12,871082922558246
8;169;0,253890309000000;12,871082922558246
9;29;0,259930480000000;12,871082922312466
9;169;0,274169523000000;12,871082922312466
10;29;0,280311140000000;12,871082922068579
10;169;0,294407330000000;12,871082922068579
11;29;0,300533654000000;12,871082921826561
11;169;0,314790530999999;12,871082921826561
12;29;0,320846329000000;12,871082921586399
12;169;0,335154471000000;12,871082921586399
13;29;0,341231033999999;12,871082921348080
13;169;0,355360270000000;12,871082921348080
14;29;0,361506621999999;12,871082921111589
14;169;0,375590088000000;12,871082921111589
15;29;0,381695010999999;12,871082920876911
15;169;0,395796331999999;12,871082920876911
16;29;0,402056293999999;12,871082920644026
16;169;0,416299395999999;12,871082920644026
17;29;0,422290193999999;12,871082920412927
17;169;0,436638178000000;12,871082920412927
18;29;0,442711891000000;12,871082920183587
18;169;0,457094864999999;12,871082920183587
19;29;0,463174034000000;12,871082919956004
19;169;0,477392777000000;12,871082919956004
20;29;0,483566751000000;12,871082919730160
20;169;0,497677011000000;12,871082919730160
