"Instancia";"custo minimo";"tempo decorrido";"ultima atualizacao do gbest";"vetor de topologia"
10.3d1;27,855959225426282;39,52583032000001;20;2 5 2 3 5 13 8 11 9 11 16 3 15 23 17 26 15 13 16 10 12 11 9 27 45 39 16 11 28 23 57 11 60 55 33 19 21 47 64 66 37 55 73 42 45 1 24 

