"Instancia";"custo minimo";"tempo decorrido";"ultima atualizacao do gbest";"vetor de topologia"
10.3d1;27,651894283470213;40,482689694000001;20;2 5 2 3 5 13 8 11 9 19 16 11 15 19 17 27 15 13 24 10 12 23 9 11 45 13 16 47 28 19 57 35 60 55 33 43 21 46 64 67 29 55 73 42 45 1 24 

