"iteracao";"particula";"tempo decorrido";"custo"
0;0;0,2569434999999;12,921864158756063
1;0;0,3451273000000;12,921864158756063
1;1;0,3576763000000;12,921864158756063
1;3;0,4396508000000;12,921864158756063
1;4;0,5245164000000;12,921864158756063
1;8;0,6859445000000;12,921864158756063
1;9;0,7677195000000;12,921864158756063
1;39;0,23893699999999;12,921864158756063
1;45;0,26981458999999;12,921864158756063
2;0;0,91176832000000;12,871082990218266
2;1;0,91483185000000;12,871082990218266
2;46;0,104257299000000;12,871082990218266
2;153;0,135907935000000;12,871082990218266
2;187;0,146269880000000;12,871082990218266
3;153;0,168383398000000;12,871082923597859
3;187;0,172275307000000;12,871082923597859
4;153;0,191220812999999;12,871082923346142
4;187;0,195055451000000;12,871082923346142
5;153;0,213775889000000;12,871082923096331
5;187;0,217825565999999;12,871082923096331
6;153;0,236509009000000;12,871082922848412
6;187;0,240640232000000;12,871082922848412
7;153;0,259791246000000;12,871082922602362
7;187;0,263544355999999;12,871082922602362
8;153;0,283013424000000;12,871082922358176
8;187;0,286830052999999;12,871082922358176
9;153;0,306151952000000;12,871082922115835
9;187;0,310075268999999;12,871082922115835
10;153;0,328584508000000;12,871082921875327
10;187;0,332716348000000;12,871082921875327
11;153;0,352046874000000;12,871082921636627
11;187;0,356017517000000;12,871082921636627
12;153;0,375439532000000;12,871082921399729
12;187;0,379251674000000;12,871082921399729
13;153;0,398509268000000;12,871082921164617
13;187;0,402393225999999;12,871082921164617
14;153;0,421053086999999;12,871082920931280
14;187;0,425194045000000;12,871082920931280
15;153;0,444344732999999;12,871082920699693
15;187;0,448115025000000;12,871082920699693
16;153;0,467617246000000;12,871082920469856
16;187;0,471442641000000;12,871082920469856
17;153;0,490727177000000;12,871082920241743
17;187;0,494793961999999;12,871082920241743
18;153;0,513244685000000;12,871082920015345
18;187;0,517005052000000;12,871082920015345
19;153;0,537024566999999;12,871082919790648
19;187;0,540922719000000;12,871082919790648
20;153;0,560495231000000;12,871082919567637
20;187;0,564278005000000;12,871082919567637
