"Instancia";"custo minimo";"tempo decorrido";"ultima atualizacao do gbest";"vetor de topologia"
4.3d1;1,213356699473999;0,66708513000000;7;De: 0 - Para: 5 - Peso: 0
 De: 1 - Para: 4 - Peso: 0
 De: 2 - Para: 4 - Peso: 0
 De: 3 - Para: 5 - Peso: 0
 De: 4 - Para: 5 - Peso: 0
 

